Unnamed: 0,category,amt,gender,city_pop,is_fraud,trans_date,trans_time,time_of_day,Age
696478,5,124.93,0,35371,0,296,52924,0,0
315776,9,3.77,0,1725,0,151,55667,0,0
454970,9,4.01,0,302,0,200,86045,3,0
394716,12,2.16,0,54287,0,179,59102,0,0
550704,4,109.95,1,1841,0,235,935,3,0
359596,10,23.73,0,186140,0,166,65292,1,0
582789,2,43.35,1,6018,0,246,655,3,1
1228733,5,39.58,1,105549,0,511,84946,3,0
201835,6,26.78,0,18128,0,102,83951,3,0
659998,7,13.69,1,2290,0,279,72640,1,1
576413,6,16.49,1,2443,0,243,57668,0,1
72961,13,9.46,1,23727,0,42,47046,0,0
774678,10,132.89,0,263,0,330,82126,3,1
203445,7,10.13,1,4653,0,103,51082,0,2
410762,11,1.17,1,128,0,185,34154,2,0
468729,12,7.45,0,1228,0,205,74860,1,0
802529,13,6.45,0,242,0,337,86011,3,0
247862,6,109.39,0,151022,0,123,48102,0,1
950308,2,54.5,1,128,0,380,7180,3,1
260359,7,12.43,1,172817,0,128,76991,1,0
62550,12,137.09,1,177,0,36,28192,2,0
534675,4,131.98,0,647,0,229,6222,3,0
239540,7,112.24,1,1426,0,118,78823,1,1
856242,10,71.52,1,198,0,349,49778,0,0
741725,2,68.31,0,178,0,316,17962,3,0
232269,5,48.78,0,22305,0,116,51051,0,1
455570,4,191.07,0,34496,0,201,16188,3,0
11344,0,45.62,1,76,0,6,64237,1,1
1143192,2,65.65,1,972,0,475,21845,3,2
246843,8,651.84,1,4680,0,123,6847,3,0
916603,3,49.9,1,518429,0,363,12204,3,2
502078,10,79.03,0,46563,0,216,75973,1,0
499667,8,13.5,0,391389,0,216,26413,2,0
747231,9,254.9,0,4056,0,319,17297,3,0
78870,10,81.03,0,276002,0,46,56223,0,1
184157,4,126.76,0,2368,0,95,34295,2,0
1014632,5,59.68,0,1577385,0,417,78829,1,1
1150459,7,8.44,0,478,0,478,82094,3,1
102387,10,13.49,1,23045,0,58,86324,3,1
195305,1,52.7,1,1453,0,99,78355,1,0
178966,6,5.9,0,878,0,92,64358,1,0
1053144,11,2.18,1,911,0,436,7293,3,0
907597,7,41.23,1,2661,0,361,61259,1,1
773738,5,9.73,1,663,0,330,44020,2,0
908865,6,89.16,0,85,0,361,77535,1,0
246472,11,7.04,0,520,0,122,78372,1,0
486629,0,5.88,1,237282,0,212,1528,3,1
164109,2,56.99,1,140,0,86,21095,3,1
952845,12,749.51,0,18128,0,381,75727,1,0
856351,1,38.46,1,206,0,349,51127,0,0
714961,5,25.49,1,276896,0,304,74572,1,2
832409,10,51.24,0,328,0,344,49580,0,0
144330,6,3.13,0,4512,0,76,77056,1,0
1221680,12,2.45,1,6006,0,509,61695,1,0
1001194,2,78.75,0,2906700,0,410,20981,3,0
558873,2,71.61,1,4533,0,237,22480,3,0
581529,3,41.26,1,128715,0,245,18442,3,2
204340,5,128.52,0,5760,0,103,71613,1,0
465409,12,32.56,1,532,0,204,39878,2,1
16489,12,6.06,0,85,0,9,68817,1,0
894882,7,27.65,0,324,0,358,47878,0,0
819898,11,7.07,0,1019,0,341,67364,1,0
1007476,10,13.04,0,34882,0,412,81439,3,0
540168,10,61.45,1,35705,0,230,48451,0,1
480005,0,93.54,0,17047,0,209,35128,2,1
866780,2,52.21,0,260,0,352,33466,2,1
491169,7,20.26,0,5875,0,213,82408,3,0
995552,12,1.09,0,54185,0,405,83810,3,0
1045062,0,85.71,0,324,0,432,51565,0,0
654554,9,42.74,0,3104,0,278,8238,3,0
697095,13,7.12,0,878,0,296,78029,1,0
270976,1,9.34,0,302,0,132,76625,1,0
596806,12,853.57,0,4090,0,251,82097,3,0
386395,2,62.42,0,3289,0,176,20004,3,1
351544,4,83.54,0,13717,0,164,24101,3,1
801812,0,109.16,1,2870,0,337,72058,1,2
364773,8,249.96,0,3255,0,168,5815,3,0
655928,13,1.63,0,6713,0,278,52326,0,1
978392,9,62.69,0,1583,0,396,60602,0,2
86216,4,195.27,0,4056,0,50,1159,3,0
355790,0,71.2,1,198,0,165,65550,1,0
277433,7,24.76,1,9815,0,136,53874,0,0
940700,12,6.45,0,50489,0,374,78248,1,0
220195,5,24.6,1,71463,0,110,71105,1,0
430884,7,21.48,0,885,0,192,46347,2,1
1290669,3,83.14,1,2135,0,534,6048,3,1
139014,4,173.93,0,1850,0,75,16567,3,1
694967,10,19.85,0,372,0,295,64815,1,2
1174052,9,1.6,1,254282,0,489,4592,3,1
233188,5,55.0,0,276,0,116,76115,1,1
383050,10,8.62,0,1766,0,174,64010,1,0
559652,1,25.05,0,2078,0,237,43845,2,1
785387,2,63.21,0,118,0,334,27985,2,1
1281223,5,75.1,1,53,0,530,57432,0,0
942791,10,124.05,0,4090,0,375,80560,3,0
928549,7,43.59,1,3395,0,367,69046,1,0
40092,5,46.71,1,76383,0,23,48591,0,0
664386,3,93.04,0,1423,0,282,39192,2,2
1141020,5,10.82,1,564,0,474,52647,0,2
8965,12,9.29,1,5196,0,5,61444,1,0
1038740,10,7.31,0,1288,0,429,85006,3,1
362214,4,102.1,1,3402,0,167,38782,2,1
60827,13,4.64,1,134056,0,35,43565,2,0
827625,11,2.89,0,540,0,342,83143,3,0
791,4,105.68,0,2054,0,0,36533,2,1
489758,2,102.08,1,194500,0,213,38071,2,0
1025837,4,76.92,1,116001,0,424,40958,2,0
351824,12,6.87,0,139,0,164,36581,2,1
477759,12,2.33,0,1810,0,208,68836,1,0
62933,10,246.17,0,1368,0,36,57017,0,0
187925,6,29.38,0,344,0,96,56893,0,0
1239109,8,2.7,0,307,0,516,4726,3,1
987901,11,328.83,0,165,0,402,25001,3,1
39109,1,63.71,1,1078,0,22,63090,1,0
55279,13,7.24,0,2807,0,32,77461,1,1
328057,12,9.1,1,22930,0,155,57194,0,0
1873,0,9.17,0,1089,0,0,70178,1,0
168196,12,3.1,0,52126,0,88,29866,2,1
732106,4,103.83,1,3032,0,312,38209,2,1
721544,8,4.1,0,13061,0,307,12623,3,1
720627,10,164.18,0,2504700,0,306,74505,1,2
351164,2,73.41,0,5726,0,164,6638,3,1
187943,6,106.04,0,1645,0,96,57335,0,0
465686,0,73.99,1,5196,0,204,49815,0,0
80093,2,79.71,1,198,0,47,31765,2,0
32066,4,41.68,0,28425,0,19,22723,3,2
119797,10,37.09,0,1383,0,66,77473,1,2
303228,6,11.67,1,11250,0,146,45369,2,0
125710,11,6.93,0,2607,0,68,80019,3,2
2604,3,46.42,1,832,0,1,18992,3,0
609183,12,6.58,1,20328,0,257,75580,1,0
839404,1,66.01,1,964,0,346,45175,2,0
895114,11,5.65,0,2036,0,358,53323,0,0
1081092,1,69.63,0,847,0,447,66286,1,2
458454,12,7.37,0,1645,0,201,76546,1,0
1017305,3,55.28,1,1841,0,419,518,3,0
188841,7,30.9,0,409656,0,96,77833,1,1
944207,4,55.88,1,972,0,376,52093,0,2
45439,6,34.98,0,427,0,26,85276,3,1
307168,7,36.68,0,2158,0,147,85587,3,1
522652,4,118.96,0,1139,0,224,12769,3,1
248904,10,6.33,1,218,0,123,75986,1,2
721276,2,72.63,1,823,0,307,3710,3,0
1160528,7,113.53,0,630,0,482,67822,1,1
1125204,7,99.72,0,9587,0,467,53588,0,0
980017,0,4.66,0,22305,0,397,40400,2,1
226095,4,126.16,0,1606,0,113,39645,2,0
115565,7,62.86,0,5438,0,64,53840,0,1
811713,2,43.45,1,409656,0,340,37811,2,0
611026,12,6.86,1,276896,0,258,46382,2,2
274760,2,80.27,1,1132,0,135,14967,3,1
209323,1,41.1,0,1252,0,105,74998,1,1
337797,4,76.52,1,71463,0,159,21845,3,0
468935,5,51.39,0,73,0,205,81684,3,1
207323,10,39.54,1,18408,0,104,68365,1,0
115036,12,4.25,1,13422,0,64,23413,3,1
643703,10,63.4,1,3688,0,272,65077,1,0
735319,12,3.24,0,2456,0,313,47954,0,0
670413,12,4.79,0,3699,0,285,7827,3,1
1196869,0,5.9,0,2383912,0,499,37888,2,1
112287,10,117.51,0,5950,0,62,67633,1,0
615470,0,168.98,0,18128,0,260,64196,1,0
292293,2,71.33,0,454,0,143,7364,3,0
437609,11,9.59,1,2836,0,194,54419,0,0
827265,9,187.42,0,136,0,342,79029,1,2
1101520,4,111.23,0,722,0,457,37654,2,0
87714,11,120.51,1,337,0,51,34469,2,0
970367,8,187.95,0,2307,0,391,37654,2,0
598886,2,82.66,1,4474,0,253,30196,2,0
306985,13,6.63,1,17867,0,147,79155,1,2
697926,3,30.38,0,1019,0,297,35199,2,0
435027,7,20.26,1,4653,0,193,74800,1,2
516429,0,135.76,0,2135,0,222,49381,0,2
381687,2,86.95,0,13973,0,174,35285,2,0
703140,4,181.92,0,270712,0,299,40582,2,0
179980,8,43.18,0,3684,0,93,26764,2,0
709364,9,177.33,1,564,0,301,64680,1,2
1045629,5,18.73,1,3224,0,432,63299,1,2
243072,9,73.24,0,4575,0,121,362,3,0
655860,12,4.2,1,757530,0,278,50678,0,0
666659,7,173.82,1,805,0,283,55540,0,0
622965,9,64.93,0,391389,0,264,18593,3,0
1025673,1,114.13,1,237282,0,424,33873,2,1
93458,12,9.66,0,1789,0,54,85602,3,0
587971,8,184.17,0,836,0,248,80669,3,0
664892,1,37.15,1,1666,0,282,57918,0,0
4477,10,174.19,0,14871,0,2,70071,1,0
38348,12,41.32,0,4913,0,22,490,3,0
643217,7,48.14,1,782,0,272,54044,0,0
290396,3,43.41,1,128715,0,142,7874,3,2
37603,12,7.5,0,1810,0,21,64096,1,0
1107226,12,187.08,0,5950,0,459,82501,3,0
360720,9,3.54,0,1019,0,166,84933,3,0
256625,13,6.08,1,1263321,0,126,68327,1,1
1252332,7,28.37,0,725,0,520,59516,0,0
1237353,10,51.5,1,43102,0,515,51955,0,1
1170308,7,68.83,0,6120,0,487,73721,1,0
362405,10,78.97,0,1139,0,167,43958,2,1
459693,12,7.76,0,52126,0,202,19409,3,1
1127722,11,3.35,1,192,0,468,35683,2,1
203412,11,2.78,1,158701,0,103,50184,0,0
198169,5,73.82,1,2054,0,101,48430,0,0
448152,7,49.11,1,140,0,198,48907,0,0
16787,11,1.9,0,1645,0,9,84133,3,0
993934,11,253.89,1,145,0,405,29923,2,1
426470,11,5.36,1,3451,0,190,49568,0,0
304039,10,95.99,0,4161,0,146,61482,1,1
850471,6,28.0,0,520,0,348,56128,0,0
487474,8,8.46,0,551,0,212,41888,2,0
1290321,5,10.7,1,198,0,533,79499,3,1
663208,6,95.42,0,118,0,281,65662,1,1
865576,12,5.48,0,5621,0,351,85351,3,0
655228,12,6.94,0,602,0,278,31617,2,1
1202333,11,6.15,1,20478,0,501,77717,1,2
129066,2,62.06,1,4573,0,70,1206,3,0
602409,4,123.83,1,823,0,255,34523,2,0
646417,4,118.81,0,207,0,274,19610,3,1
996469,7,20.3,1,3776,0,406,65516,1,0
835226,3,61.24,0,321,0,345,32311,2,0
710226,12,4.55,0,22305,0,302,24656,3,1
507322,3,80.63,0,3430,0,219,37440,2,1
1079809,11,91.25,1,1504,0,447,35155,2,0
894278,11,4.46,1,673342,0,358,29154,2,1
276214,1,18.51,0,888,0,135,80110,3,0
1294952,6,39.61,0,313,0,535,76521,1,0
420449,4,31.97,1,28739,0,188,19386,3,2
234090,2,46.05,0,137067,0,117,18946,3,1
773062,2,95.88,1,10717,0,330,356,3,1
564142,2,65.4,0,427,0,239,23041,3,1
360142,7,73.34,0,479994,0,166,74867,1,0
936431,10,19.76,1,206,0,371,58990,0,0
663,4,109.09,1,568,0,0,31217,2,0
503568,6,25.81,1,5619,0,217,52886,0,1
663821,2,106.78,1,4677,0,282,7032,3,1
1198098,3,56.25,1,1504,0,500,2336,3,0
1218412,6,3.85,1,673342,0,508,70459,1,1
1172877,10,46.13,1,463,0,488,62346,1,1
989153,12,11.08,1,6018,0,403,8415,3,1
656407,7,90.46,0,8874,0,278,62196,1,2
650423,3,67.69,0,16305,0,276,39710,2,1
174740,7,58.35,0,1288,0,90,47376,0,1
502292,0,16.16,0,635,0,216,80084,3,0
633549,6,3.67,0,1423,0,268,76407,1,2
961496,5,15.48,0,1617,0,386,43615,2,0
912028,4,142.46,1,1966,0,362,43002,2,1
779336,2,62.47,1,55581,0,333,18723,3,0
1021606,11,3.44,0,94325,0,421,63209,1,0
1251768,4,224.81,0,2906700,0,520,42675,2,0
1086422,6,48.72,1,3776,0,450,68516,1,0
866334,2,65.09,0,1583,0,352,21333,3,2
1217513,10,56.59,0,733,0,508,51975,0,0
1125986,6,49.35,1,798,0,467,70418,1,1
879044,2,77.94,1,123,0,355,12464,3,0
46202,1,82.77,0,156391,0,27,34624,2,0
460002,2,38.26,0,69,0,202,27526,2,0
486225,13,2.81,1,409656,0,211,73592,1,0
690940,12,1.02,0,19685,0,293,55267,0,0
381456,9,1.26,1,471,0,174,28983,2,1
570935,4,79.66,0,106,0,242,11506,3,0
1252688,1,87.76,0,1925,0,520,69999,1,0
1124408,2,55.25,1,1831,0,467,32958,2,1
1290395,9,6.62,0,2456,0,533,81630,3,0
467743,7,49.99,1,1680,0,205,44603,2,0
1235570,6,16.86,1,626,0,514,85015,3,1
817373,11,4.89,1,112,0,341,37942,2,0
1019530,7,57.48,1,238602,0,419,83153,3,0
512232,12,3.65,1,237282,0,221,36190,2,1
1251444,2,71.84,1,9772,0,520,28740,2,0
1227414,2,42.51,0,1679,0,511,28029,2,0
1187875,4,111.93,0,2121,0,495,40939,2,0
522536,4,206.24,0,123373,0,224,6478,3,0
985104,8,8.27,1,31515,0,400,12968,3,0
96320,4,118.92,0,2148,0,56,24142,3,1
894573,0,67.57,1,24840,0,358,39199,2,1
997888,6,68.51,0,10256,0,407,75523,1,0
648320,11,90.62,1,2395,0,275,26526,2,0
668414,2,53.56,0,718,0,284,37405,2,0
95705,6,8.74,1,3395,0,55,83355,3,0
426046,4,140.32,0,207,0,190,30376,2,1
990739,5,75.49,1,349,0,403,78526,1,0
958944,9,82.87,0,2408,0,384,56535,0,2
159247,13,9.5,0,1675,0,83,55579,0,0
1263622,9,1.19,0,269,0,524,20618,3,0
655421,2,59.06,1,5341,0,278,38566,2,0
1253718,2,50.25,0,165556,0,521,24699,3,2
669365,6,19.25,0,77,0,284,64788,1,0
422369,10,107.8,0,18128,0,188,64140,1,0
125602,7,62.98,1,3096,0,68,77538,1,0
177967,3,53.46,0,551,0,92,6359,3,0
567207,7,24.13,0,630,0,240,58597,0,1
787153,12,4.13,0,2526,0,334,54346,0,0
184755,6,84.46,0,5577,0,95,53232,0,1
352342,0,65.92,1,2304,0,164,55416,0,1
440736,9,21.63,0,2872,0,195,37614,2,0
530631,5,74.47,1,1302,0,227,73219,1,0
1166611,2,76.38,0,466,0,486,17428,3,1
649946,2,46.95,0,213,0,276,12577,3,0
22694,6,25.58,0,24536,0,13,45364,2,0
937359,5,132.43,0,2148,0,372,44029,2,1
243468,2,76.6,1,4653,0,121,26876,2,2
835168,8,176.4,0,878,0,345,30708,2,0
919565,0,53.04,1,1383,0,363,57563,0,0
360472,1,66.48,0,4575,0,166,80543,3,0
1089507,2,47.54,1,1831,0,452,30343,2,1
371257,9,41.5,1,99,0,171,20060,3,0
360535,1,4.25,1,18408,0,166,81810,3,0
721841,3,81.56,0,1684,0,307,23432,3,0
140451,10,38.82,1,48194,0,75,59822,0,0
1196026,0,152.72,1,5662,0,498,78541,1,0
800470,2,52.39,1,397,0,337,40776,2,1
1106511,9,3.13,0,8874,0,459,63821,1,2
353867,11,4.87,0,526,0,165,15057,3,1
1121702,6,76.94,1,321490,0,466,43350,2,0
966479,0,206.71,1,267,0,389,62100,1,2
1105555,4,124.18,0,2206,0,459,35844,2,0
175952,7,48.31,1,1804,0,90,75589,1,0
586369,2,67.33,0,1324,0,248,4631,3,1
1252641,6,2.54,0,92043,0,520,68925,1,1
355825,10,63.98,0,1760,0,165,66346,1,0
52188,7,50.18,0,1263321,0,30,68036,1,0
995562,12,5.79,1,7692,0,405,84013,3,0
463924,11,5.77,1,20478,0,203,57731,0,2
152643,4,223.31,0,4575,0,81,41111,2,0
229782,11,8.13,0,1766,0,115,45121,2,0
684337,4,120.99,0,2016,0,291,39695,2,1
625689,11,30.11,0,263,0,265,543,3,1
447700,2,61.78,1,122111,0,198,32222,2,0
148935,0,27.12,0,3495,0,79,55488,0,0
477122,5,21.04,0,1075,0,208,57600,0,2
450175,2,57.64,1,2870,0,199,38233,2,2
18637,11,98.61,1,1261,0,11,29448,2,0
1208147,12,920.61,0,765,0,503,69752,1,0
1261041,0,11.01,0,2263,0,523,54285,0,0
985639,13,5.23,1,648,0,400,54338,0,0
50895,6,83.73,0,338,0,29,60269,0,0
63576,8,414.71,0,6951,0,37,17470,3,0
375310,13,1.06,1,2135,0,172,60820,0,1
149236,10,10.22,1,158701,0,79,66841,1,0
745293,3,62.16,0,42384,0,318,21770,3,0
200142,9,1.61,1,4367,0,102,36531,2,1
1101283,4,125.54,1,1263321,0,457,22198,3,1
344181,8,160.66,1,1512,0,160,76943,1,2
1047776,12,2039.57,1,1241364,0,433,38808,2,1
175897,10,74.05,1,911,0,90,74356,1,0
958395,8,10.5,0,1970,0,384,37589,2,0
563293,12,15.95,1,3395,0,238,69559,1,0
1049961,4,68.55,0,413574,0,434,14569,3,0
708239,11,1154.49,0,144160,0,300,84559,3,0
842237,4,141.58,0,836,0,347,14715,3,0
1036001,11,1150.24,0,34882,0,428,46429,2,0
616481,3,109.37,0,6713,0,261,26803,2,1
671363,8,76.16,0,59744,0,285,41758,2,0
845835,7,66.99,0,5989,0,347,72855,1,0
393308,4,121.46,0,571,0,179,21727,3,1
484760,11,111.28,1,1946,0,211,14875,3,0
1176463,0,76.32,0,45100,0,489,73806,1,0
909574,2,38.15,1,450,0,362,84,3,1
806763,9,89.3,0,87124,0,339,16484,3,0
819990,6,57.97,0,43,0,341,68359,1,1
72717,9,1.71,1,3263,0,42,37573,2,1
1000412,13,415.18,1,1302,0,409,67387,1,0
139356,2,83.09,0,73,0,75,28763,2,1
722963,10,9.12,0,1274,0,307,56517,0,1
683249,6,79.12,0,118,0,290,82502,3,1
1156306,5,58.13,0,2368,0,481,43753,2,0
296893,6,50.94,0,92985,0,144,70506,1,0
248135,13,7.53,0,1789,0,123,56402,0,0
623583,4,111.48,1,695,0,264,39594,2,1
130727,4,85.76,1,3833,0,71,16882,3,0
1276802,6,22.15,0,1606,0,529,45988,2,0
36012,6,52.37,1,626,0,20,85470,3,1
372552,6,1.79,1,258,0,171,68087,1,1
603324,0,25.94,0,207,0,255,72039,1,1
953567,4,146.31,1,1656,0,382,25093,3,0
880489,4,127.86,1,1063,0,355,38534,2,1
692300,2,76.45,1,48194,0,294,2291,3,0
264566,12,8.63,1,172817,0,130,70692,1,0
1135426,8,8.92,0,1725,0,472,36738,2,0
56964,6,46.35,1,16163,0,33,67480,1,0
321834,4,106.2,0,1190,0,153,15719,3,1
782513,6,89.93,0,167,0,333,69790,1,0
11634,12,143.43,1,595,0,6,71939,1,0
1290559,2,62.81,1,95035,0,534,1076,3,0
245710,9,195.25,0,136,0,122,48111,0,2
721820,2,66.84,0,1645,0,307,22524,3,0
367654,11,244.38,0,302,0,169,55563,0,0
349050,4,84.72,0,321,0,163,16318,3,0
1211255,6,46.64,1,172817,0,505,55276,0,0
468285,7,74.75,1,5512,0,205,61102,0,0
439922,2,71.86,0,23,0,195,14895,3,0
3179,13,8.35,0,22305,0,1,64928,1,1
1134519,0,26.34,0,525713,0,471,75634,1,0
1252699,6,49.34,0,69,0,520,70302,1,0
849045,4,85.18,1,4677,0,348,38323,2,1
109003,6,76.7,1,1446,0,61,64518,1,0
290599,2,88.72,1,134056,0,142,20669,3,1
1246501,10,54.76,0,4090,0,517,79583,3,0
1116413,0,75.13,1,1770,0,463,61989,1,0
477791,5,125.77,1,804,0,208,69341,1,0
616376,12,3.12,0,139,0,261,20199,3,1
549364,0,1.84,1,381459,0,234,45989,2,0
111921,10,264.05,0,1526206,0,62,60222,0,0
385919,1,5.08,1,192,0,175,80581,3,1
480493,6,24.84,1,33804,0,209,47279,0,0
478674,5,48.74,1,134056,0,208,84523,3,1
678645,0,44.58,0,1925,0,288,44681,2,0
579651,1,1.6,0,1725,0,244,50574,0,0
180573,6,14.19,0,4993,0,93,54383,0,1
658753,7,4.63,1,1512,0,279,44650,2,2
351945,4,83.45,0,69,0,164,41751,2,0
303415,6,124.71,1,105549,0,146,49388,0,0
1039920,0,8.36,0,2368,0,430,58095,0,0
716327,4,50.47,0,8874,0,305,45313,2,2
544931,10,13.31,1,4138,0,232,45865,2,0
465410,4,92.16,0,372,0,204,39884,2,2
1113447,5,10.85,0,167,0,461,76776,1,0
526633,2,52.24,1,190178,0,226,9552,3,0
1099237,0,35.74,1,757530,0,455,85664,3,0
1054510,10,59.75,1,4653,0,436,72404,1,2
54959,13,9.75,1,20478,0,32,62331,1,2
663634,12,28.82,0,601723,0,281,84235,3,0
187115,2,113.57,1,4471,0,96,37554,2,0
554567,2,53.89,1,1512,0,236,12995,3,2
539320,12,119.06,1,2457,0,230,28003,2,0
109553,0,3.81,0,37,0,61,76720,1,1
212338,10,50.67,0,10076,0,107,60166,0,0
1079282,2,46.84,1,76,0,447,17182,3,1
714215,5,158.32,0,2379,0,304,46791,2,0
970428,0,5.19,1,139650,0,391,40750,2,1
705986,8,147.81,0,215,0,300,25922,2,0
956891,7,59.59,1,172817,0,383,64549,1,0
2071,10,11.35,0,67082,0,0,76275,1,0
399886,1,53.73,1,1442,0,180,84218,3,0
127441,9,1.05,1,27020,0,69,48800,0,0
516504,0,169.07,1,9815,0,222,50519,0,0
543937,10,3.21,0,1089,0,231,83480,3,0
1293800,12,1.85,0,190,0,535,40084,2,0
1012772,6,16.25,0,11256,0,416,84550,3,0
879593,4,104.4,1,1446,0,355,23132,3,0
891254,12,27.85,1,470,0,357,26931,2,0
975151,11,13.13,1,687276,0,394,60478,0,0
1091194,10,8.04,1,564,0,452,80884,3,2
910711,3,46.7,1,276896,0,362,20493,3,2
615120,10,16.0,1,590,0,260,49420,0,1
236639,12,4.18,1,11250,0,117,85208,3,0
1170762,11,3.25,0,533,0,487,85474,3,0
895175,10,88.92,1,471,0,358,54721,0,0
128676,11,1.4,0,2504700,0,69,77462,1,2
507068,4,68.6,1,17867,0,219,24940,3,2
993375,8,8.66,0,217,0,405,3211,3,0
640716,5,12.37,1,532,0,271,67998,1,1
839471,1,7.93,1,153,0,346,46530,2,1
956306,0,61.87,1,1461,0,383,48434,0,1
